FlowID,SrcIP,SrcPort,DstIP,DstPort,Protocol,StartTime,Fwd_Header_Len,Bwd_Header_Len,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Tot_Fwd_Bytes,Tot_Bwd_Bytes,Fwd_PktLen_Min,Fwd_PktLen_Mean,Fwd_PktLen_Max,Fwd_PktLen_Std,Bwd_PktLen_Min,Bwd_PktLen_Mean,Bwd_PktLen_Max,Bwd_PktLen_Std,PktLen_Min,PktLen_Mean,PktLen_Max,PktLen_Var,PktLen_Std,Flow_Duration_s,Flow_IAT_Min,Flow_IAT_Mean,Flow_IAT_Max,Flow_IAT_Std,Fwd_IAT_Tot,Fwd_IAT_Min,Fwd_IAT_Mean,Fwd_IAT_Max,Fwd_IAT_Std,Bwd_IAT_Tot,Bwd_IAT_Min,Bwd_IAT_Mean,Bwd_IAT_Max,Bwd_IAT_Std,Active_Min,Active_Mean,Active_Max,Active_Std,Idle_Min,Idle_Mean,Idle_Max,Idle_Std,Fwd_PSH,Bwd_PSH,Fwd_URG,Bwd_URG,FIN_Count,SYN_Count,RST_Count,PSH_Count,ACK_Count,URG_Count,CWR_Count,ECE_Count,DownUp_Ratio,Fwd_Seg_Avg,Bwd_Seg_Avg,Fwd_Bulk_Byts_Avg,Fwd_Bulk_Pkts_Avg,Fwd_Bulk_Rate_Avg,Bwd_Bulk_Byts_Avg,Bwd_Bulk_Pkts_Avg,Bwd_Bulk_Rate_Avg,Init_Fwd_Win_Bytes,Init_Bwd_Win_Bytes,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Flow_Bytes_per_s,Flow_Pkts_per_s,Fwd_Pkts_per_s,Bwd_Pkts_per_s,Subflow_Fwd_Pkts_Avg,Subflow_Fwd_Bytes_Avg,Subflow_Bwd_Pkts_Avg,Subflow_Bwd_Bytes_Avg,TTL_Avg,TTL_Min,TTL_Max,Unique_Src_Ports,Unique_Dst_Ports,Packet_Size_Mode,Packet_Size_Median,First_Payload_Bytes,Label
10.0.3.6-57490-10.0.2.3-80-6-1757681214180,10.0.3.6,57490,10.0.2.3,80,6,1757681214.180278,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.007661581039428711,0.003753185272216797,0.0038307905197143555,0.003908395767211914,7.76052474975586e-05,0.007661581039428711,0.003753185272216797,0.0038307905197143555,0.003908395767211914,7.76052474975586e-05,0.0,0.0,0.0,0.0,0.0,0.007661581039428711,0.007661581039428711,0.007661581039428711,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,28975.742585965458,391.5640889995332,391.5640889995332,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.2.3-53-10.0.2.3-53-17-1757681318581,10.0.2.3,53,10.0.2.3,53,17,1757681318.581635,1260,0,30,0,37260,0,1242,1242,1242,0.0,0.0,0.0,0.0,0.0,1242,1242,1242,0,0.0,0.7554237842559814,0.00014162063598632812,0.026049096008826947,0.37004542350769043,0.08687921704406988,0.7554237842559814,0.00014162063598632812,0.026049096008826947,0.37004542350769043,0.08687921704406988,0.0,0.0,0.0,0.0,0.0,0.7554237842559814,0.7554237842559814,0.7554237842559814,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1242,0.0,37260,30,39.712808393433185,0.0,0.0,0.0,0,0,30,1242,49323.308024644015,39.712808393433185,39.712808393433185,0.0,30,37260,0,0,64,64,64,1,1,1242,1242.0,1200,5
10.0.2.4-0-10.0.2.3-0-1-1757681318623,10.0.2.4,0,10.0.2.3,0,1,1757681318.6233764,574634,0,16901,0,709842,0,42,42,42,0.0,0.0,0.0,0.0,0.0,42,42,42,0,0.0,12.773614645004272,0.0003905296325683594,0.0007558351860949274,0.010990619659423828,0.0006726633028995406,12.773614645004272,0.0003905296325683594,0.0007558351860949274,0.010990619659423828,0.0006726633028995406,0.0,0.0,0.0,0.0,0.0,12.773614645004272,12.773614645004272,12.773614645004272,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16901,42,55570.957769390465,1323.1180421283443,1323.1180421283443,0.0,16901,709842,0,0,64,64,64,1,1,42,42.0,8,6
10.0.2.3-0-10.0.2.4-0-1-1757681331404,10.0.2.3,0,10.0.2.4,0,1,1757681331.4046605,574634,0,16901,0,709842,0,42,42,42,0.0,0.0,0.0,0.0,0.0,42,42,42,0,0.0,13.413776397705078,0.000377655029296875,0.0007937145797458626,0.3038170337677002,0.0024621091806191924,13.413776397705078,0.000377655029296875,0.0007937145797458626,0.3038170337677002,0.0024621091806191924,0.0,0.0,0.0,0.0,0.0,13.413776397705078,13.413776397705078,13.413776397705078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16901,42,52918.878245312386,1259.973291555057,1259.973291555057,0.0,16901,709842,0,0,64,64,64,1,1,42,42.0,8,0
0.0.0.0-53-10.0.2.3-80-17-1757681337981,0.0.0.0,53,10.0.2.3,80,17,1757681337.9819007,840,0,20,0,4840,0,242,242,242,0.0,0.0,0.0,0.0,0.0,242,242,242,0,0.0,6.852328538894653,0.00015497207641601562,0.36064887046813965,1.9049932956695557,0.670632045675896,6.852328538894653,0.00015497207641601562,0.36064887046813965,1.9049932956695557,0.670632045675896,0.0,0.0,0.0,0.0,0.0,0.1895291805267334,0.2895474433898926,0.5693213939666748,0.16158250518428646,1.891042709350586,1.8980462551116943,1.9049932956695557,0.0056954431662076315,0,0,0,0,0,0,0,0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,242,706.3292386708503,2.918715862276241,2.918715862276241,0.0,5,1210,0,0,64,64,64,1,1,242,242.0,200,0
10.0.2.4-53-10.0.2.3-80-17-1757681344823,10.0.2.4,53,10.0.2.3,80,17,1757681344.8235364,840,0,20,0,4840,0,242,242,242,0.0,0.0,0.0,0.0,0.0,242,242,242,0,0.0,0.051819562911987305,0.00022721290588378906,0.0027273454164203847,0.020874977111816406,0.004913327152360184,0.051819562911987305,0.00022721290588378906,0.0027273454164203847,0.020874977111816406,0.004913327152360184,0.0,0.0,0.0,0.0,0.0,0.051819562911987305,0.051819562911987305,0.051819562911987305,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,242,93401.0193837504,385.9546255526876,385.9546255526876,0.0,20,4840,0,0,64,64,64,1,1,242,242.0,200,0
10.0.2.3-53-10.0.2.3-53-17-1757681331397,10.0.2.3,53,10.0.2.3,53,17,1757681331.3973594,5460,0,130,0,161460,0,1242,1242,1242,0.0,0.0,0.0,0.0,0.0,1242,1242,1242,0,0.0,23.63492774963379,0.0001399517059326172,0.18321649418320768,2.9244327545166016,0.5626003804830393,23.63492774963379,0.0001399517059326172,0.18321649418320768,2.9244327545166016,0.5626003804830393,0.0,0.0,0.0,0.0,0.0,0.006840705871582031,0.14735430479049683,0.6849887371063232,0.1830844699693742,1.403247594833374,1.9878796447407117,2.9244327545166016,0.3686395881828818,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1242,0.0,13455,10.833333333333334,296.1220015959989,0.0,0.0,0.0,0,0,130,1242,6831.415001998546,5.500334140095448,5.500334140095448,0.0,10.833333333333334,13455,0,0,64,64,64,1,1,1242,1242.0,1200,0
10.0.2.3-53-10.0.2.3-80-17-1757681344823,10.0.2.3,53,10.0.2.3,80,17,1757681344.8238606,1890,0,45,0,10890,0,242,242,242,0.0,0.0,0.0,0.0,0.0,242,242,242,0,0.0,9.992217540740967,0.0002624988555908203,0.22709585319865833,2.1015961170196533,0.6321659697824111,9.992217540740967,0.0002624988555908203,0.22709585319865833,2.1015961170196533,0.6321659697824111,0.0,0.0,0.0,0.0,0.0,0.0073490142822265625,0.016974647839864094,0.05864906311035156,0.0186661882226679,1.4974091053009033,1.9780739307403565,2.1015961170196533,0.24034288832924203,0,0,0,0,0,0,0,0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45,242,1089.8481698980763,4.503504834289572,4.503504834289572,0.0,7.5,1815,0,0,64,64,64,1,1,242,242.0,200,0
10.0.3.6-34750-10.0.3.5-5353-17-1757681530010,10.0.3.6,34750,10.0.3.5,5353,17,1757681530.010827,42,0,1,0,48,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,48,48000000.0,1000000.0,1000000.0,0.0,1,48,0,0,64,64,64,1,1,48,48.0,6,0
10.0.3.5-0-10.0.3.6-0-1-1757681530032,10.0.3.5,0,10.0.3.6,0,1,1757681530.032115,34,0,1,0,76,0,76,76,76,0.0,0.0,0.0,0.0,0.0,76,76,76,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,76,76000000.0,1000000.0,1000000.0,0.0,1,76,0,0,64,64,64,1,1,76,76.0,42,0
10.0.3.5-44300-10.0.2.4-5201-6-1757681530069,10.0.3.5,44300,10.0.2.4,5201,6,1757681530.0696106,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.033402204513549805,0.011621236801147461,0.016701102256774902,0.021780967712402344,0.005079865455627441,0.033402204513549805,0.011621236801147461,0.016701102256774902,0.021780967712402344,0.005079865455627441,0.0,0.0,0.0,0.0,0.0,0.033402204513549805,0.033402204513549805,0.033402204513549805,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,6646.267910548969,89.81443122363471,89.81443122363471,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.2-59980-10.0.2.4-5201-6-1757681530096,10.0.1.2,59980,10.0.2.4,5201,6,1757681530.0961566,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.016929149627685547,0.005204200744628906,0.008464574813842773,0.01172494888305664,0.003260374069213867,0.016929149627685547,0.005204200744628906,0.008464574813842773,0.01172494888305664,0.003260374069213867,0.0,0.0,0.0,0.0,0.0,0.016929149627685547,0.016929149627685547,0.016929149627685547,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,13113.476156944484,177.20913725600653,177.20913725600653,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.2-59162-10.0.3.5-5353-17-1757681530118,10.0.1.2,59162,10.0.3.5,5353,17,1757681530.1185806,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.014925718307495117,0.007424831390380859,0.007462859153747559,0.007500886917114258,3.802776336669922e-05,0.014925718307495117,0.007424831390380859,0.007462859153747559,0.007500886917114258,3.802776336669922e-05,0.0,0.0,0.0,0.0,0.0,0.014925718307495117,0.014925718307495117,0.014925718307495117,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,9647.77687970225,200.99535166046357,200.99535166046357,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.2-47264-10.0.2.3-80-6-1757681530119,10.0.1.2,47264,10.0.2.3,80,6,1757681530.119458,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.01575493812561035,0.007563591003417969,0.007877469062805176,0.008191347122192383,0.00031387805938720703,0.01575493812561035,0.007563591003417969,0.007877469062805176,0.008191347122192383,0.00031387805938720703,0.0,0.0,0.0,0.0,0.0,0.01575493812561035,0.01575493812561035,0.01575493812561035,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,14090.820175239478,190.41648885458756,190.41648885458756,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.1-39643-10.0.3.5-5353-17-1757681530120,10.0.1.1,39643,10.0.3.5,5353,17,1757681530.1202664,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.013992786407470703,0.006292819976806641,0.0069963932037353516,0.0076999664306640625,0.0007035732269287109,0.013992786407470703,0.006292819976806641,0.0069963932037353516,0.0076999664306640625,0.0007035732269287109,0.0,0.0,0.0,0.0,0.0,0.013992786407470703,0.013992786407470703,0.013992786407470703,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,10291.016800136309,214.39618333617312,214.39618333617312,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.3.6-45422-10.0.2.4-8080-6-1757681530130,10.0.3.6,45422,10.0.2.4,8080,6,1757681530.1300986,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.015128850936889648,0.0069866180419921875,0.007564425468444824,0.008142232894897461,0.0005778074264526367,0.015128850936889648,0.0069866180419921875,0.007564425468444824,0.008142232894897461,0.0005778074264526367,0.0,0.0,0.0,0.0,0.0,0.015128850936889648,0.015128850936889648,0.015128850936889648,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,14673.949854227405,198.2966196517217,198.2966196517217,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.1-56466-10.0.2.4-5201-6-1757681530130,10.0.1.1,56466,10.0.2.4,5201,6,1757681530.1309118,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.015153169631958008,0.006982326507568359,0.007576584815979004,0.008170843124389648,0.0005942583084106445,0.015153169631958008,0.006982326507568359,0.007576584815979004,0.008170843124389648,0.0005942583084106445,0.0,0.0,0.0,0.0,0.0,0.015153169631958008,0.015153169631958008,0.015153169631958008,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,14650.400239155404,197.97838161020815,197.97838161020815,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.1-57272-10.0.2.3-80-6-1757681530131,10.0.1.1,57272,10.0.2.3,80,6,1757681530.13169,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.015301227569580078,0.00702667236328125,0.007650613784790039,0.008274555206298828,0.0006239414215087891,0.015301227569580078,0.00702667236328125,0.007650613784790039,0.008274555206298828,0.0006239414215087891,0.0,0.0,0.0,0.0,0.0,0.015301227569580078,0.015301227569580078,0.015301227569580078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,14508.639845429898,196.06270061391754,196.06270061391754,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.3.6-40642-10.0.2.3-80-6-1757681535948,10.0.3.6,40642,10.0.2.3,80,6,1757681535.9481263,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.007405757904052734,0.0035932064056396484,0.003702878952026367,0.003812551498413086,0.00010967254638671875,0.007405757904052734,0.0035932064056396484,0.003702878952026367,0.003812551498413086,0.00010967254638671875,0.0,0.0,0.0,0.0,0.0,0.007405757904052734,0.007405757904052734,0.007405757904052734,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,29976.675294572146,405.09020668340736,405.09020668340736,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.2.3-53-10.0.2.3-53-17-1757681633809,10.0.2.3,53,10.0.2.3,53,17,1757681633.8091466,1260,0,30,0,37260,0,1242,1242,1242,0.0,0.0,0.0,0.0,0.0,1242,1242,1242,0,0.0,0.5350518226623535,9.083747863769531e-05,0.018450062850425983,0.298917293548584,0.061851073989242326,0.5350518226623535,9.083747863769531e-05,0.018450062850425983,0.298917293548584,0.061851073989242326,0.0,0.0,0.0,0.0,0.0,0.5350518226623535,0.5350518226623535,0.5350518226623535,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1242,0.0,37260,30,56.069335210790626,0.0,0.0,0.0,0,0,30,1242,69638.11433180196,56.069335210790626,56.069335210790626,0.0,30,37260,0,0,64,64,64,1,1,1242,1242.0,1200,4
