Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.3.6-38366-10.0.3.5-5353-17-1761804222945,10.0.3.6,38366,10.0.3.5,5353,17,1761804222.945459,1e-06,1,0,65,0,65,65,65,0.0,0.0,0.0,0.0,0.0,65000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,0,1000000.0,0.0,65,65,65,0.0,0.0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65,0,0,0,0,1,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.3.5-0-10.0.3.6-0-1-1761804222953,10.0.3.5,0,10.0.3.6,0,1,1761804222.953529,1e-06,1,0,93,0,93,93,93,0.0,0.0,0.0,0.0,0.0,93000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0,1000000.0,0.0,93,93,93,0.0,0.0,0,0,0,0,0,0,0,0,0.0,93,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,93,0,0,0,0,1,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.3.5-47798-10.0.2.4-5201-6-1761804227157,10.0.3.5,47798,10.0.2.4,5201,6,1761804227.1570425,0.02493143081665039,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,8904.422759873769,120.33003729559147,0.012465715408325195,0.0023651123046875,0.014830827713012695,0.010100603103637695,0.02493143081665039,0.012465715408325195,0.0023651123046875,0.014830827713012695,0.010100603103637695,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,120.33003729559147,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.02493143081665039,0.0,0.02493143081665039,0.02493143081665039,0.0,0.0,0.0,0.0,benign
10.0.3.6-39502-10.0.2.4-8080-6-1761804227187,10.0.3.6,39502,10.0.2.4,8080,6,1761804227.1873698,0.00899505615234375,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,24680.223918575062,333.5165394402036,0.004497528076171875,0.0004887580871582031,0.004986286163330078,0.004008769989013672,0.00899505615234375,0.004497528076171875,0.0004887580871582031,0.004986286163330078,0.004008769989013672,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,333.5165394402036,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.00899505615234375,0.0,0.00899505615234375,0.00899505615234375,0.0,0.0,0.0,0.0,benign
10.0.1.1-0-10.0.2.4-0-1-1761804230139,10.0.1.1,0,10.0.2.4,0,1,1761804230.139821,0.013981103897094727,3,0,294,0,98,98,98,0.0,0.0,0.0,0.0,0.0,21028.382462782014,214.57533125287767,0.006990551948547363,0.00043833255767822266,0.007428884506225586,0.006552219390869141,0.013981103897094727,0.006990551948547363,0.00043833255767822266,0.007428884506225586,0.006552219390869141,0.0,0.0,0.0,0.0,0.0,0,0,0,0,102,0,214.57533125287767,0.0,98,98,98,0.0,0,0,0,0,0,0,0,0,0,0.0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,294,0,0,0,0,3,98,0.013981103897094727,0.0,0.013981103897094727,0.013981103897094727,0.0,0.0,0.0,0.0,benign
10.0.1.2-0-10.0.2.3-0-1-1761804230176,10.0.1.2,0,10.0.2.3,0,1,1761804230.1764703,0.012726306915283203,2,0,196,0,98,98,98,0.0,0.0,0.0,0.0,0.0,15401.168721195998,157.15478286934692,0.012726306915283203,0.0,0.012726306915283203,0.012726306915283203,0.012726306915283203,0.012726306915283203,0.0,0.012726306915283203,0.012726306915283203,0.0,0.0,0.0,0.0,0.0,0,0,0,0,68,0,157.15478286934692,0.0,98,98,98,0.0,0,0,0,0,0,0,0,0,0,0.0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,196,0,0,0,0,2,98,0.012726306915283203,0.0,0.012726306915283203,0.012726306915283203,0.0,0.0,0.0,0.0,benign
10.0.1.2-0-10.0.2.3-0-1-1761804230203,10.0.1.2,0,10.0.2.3,0,1,1761804230.2033718,1e-06,1,0,98,0,98,98,98,0.0,0.0,0.0,0.0,0.0,98000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0,1000000.0,0.0,98,98,98,0.0,0.0,0,0,0,0,0,0,0,0,0.0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,98,0,0,0,0,1,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.1.1-47762-10.0.2.3-80-6-1761804230240,10.0.1.1,47762,10.0.2.3,80,6,1761804230.240416,0.01130533218383789,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,19636.7516133114,265.3615082879919,0.005652666091918945,3.933906555175781e-05,0.005692005157470703,0.0056133270263671875,0.01130533218383789,0.005652666091918945,3.933906555175781e-05,0.005692005157470703,0.0056133270263671875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,265.3615082879919,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.01130533218383789,0.0,0.01130533218383789,0.01130533218383789,0.0,0.0,0.0,0.0,benign
10.0.1.2-48338-10.0.3.5-5353-17-1761804231019,10.0.1.2,48338,10.0.3.5,5353,17,1761804231.019724,0.012484550476074219,3,0,195,0,65,65,65,0.0,0.0,0.0,0.0,0.0,15619.304865938431,240.29699793751433,0.006242275238037109,0.0021064281463623047,0.008348703384399414,0.004135847091674805,0.012484550476074219,0.006242275238037109,0.0021064281463623047,0.008348703384399414,0.004135847091674805,0.0,0.0,0.0,0.0,0.0,0,0,0,0,126,0,240.29699793751433,0.0,65,65,65,0.0,0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,195,0,0,0,0,3,65,0.012484550476074219,0.0,0.012484550476074219,0.012484550476074219,0.0,0.0,0.0,0.0,benign
10.0.1.1-38179-10.0.3.5-5353-17-1761804231029,10.0.1.1,38179,10.0.3.5,5353,17,1761804231.0294592,0.007962942123413086,3,0,195,0,65,65,65,0.0,0.0,0.0,0.0,0.0,24488.436180723973,376.74517201113804,0.003981471061706543,0.00028002262115478516,0.004261493682861328,0.003701448440551758,0.007962942123413086,0.003981471061706543,0.00028002262115478516,0.004261493682861328,0.003701448440551758,0.0,0.0,0.0,0.0,0.0,0,0,0,0,126,0,376.74517201113804,0.0,65,65,65,0.0,0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,195,0,0,0,0,3,65,0.007962942123413086,0.0,0.007962942123413086,0.007962942123413086,0.0,0.0,0.0,0.0,benign
